Window,EnsembleType,ReferenceId,Nsim,Repeat,TargetN,NumAttempts,NumRejected,AcceptanceRatio,SeedBase
famp2,SmallRun,NaN,100,6,100,100,0,1,303061729
famp2,SmallRun,NaN,100,7,100,100,0,1,303071729
famp2,SmallRun,NaN,100,8,100,100,0,1,303081729
famp2,SmallRun,NaN,100,9,100,100,0,1,303091729
famp2,SmallRun,NaN,100,10,100,100,0,1,303101729
famp2,SmallRun,NaN,100,11,100,100,0,1,303111729
famp2,SmallRun,NaN,100,12,100,100,0,1,303121729
famp2,SmallRun,NaN,100,13,100,100,0,1,303131729
famp2,SmallRun,NaN,100,14,100,100,0,1,303141729
famp2,SmallRun,NaN,100,15,100,100,0,1,303151729
famp2,SmallRun,NaN,100,16,100,100,0,1,303161729
famp2,SmallRun,NaN,100,17,100,100,0,1,303171729
famp2,SmallRun,NaN,100,18,100,100,0,1,303181729
famp2,SmallRun,NaN,100,19,100,100,0,1,303191729
famp2,SmallRun,NaN,100,20,100,100,0,1,303201729
famp2,SmallRun,NaN,100,21,100,100,0,1,303211729
famp2,SmallRun,NaN,100,22,100,100,0,1,303221729
famp2,SmallRun,NaN,100,23,100,100,0,1,303231729
famp2,SmallRun,NaN,100,24,100,100,0,1,303241729
famp2,SmallRun,NaN,100,25,100,100,0,1,303251729
famp2,SmallRun,NaN,100,26,100,100,0,1,303261729
famp2,SmallRun,NaN,100,27,100,100,0,1,303271729
famp2,SmallRun,NaN,100,28,100,100,0,1,303281729
famp2,SmallRun,NaN,100,29,100,100,0,1,303291729
famp2,SmallRun,NaN,100,30,100,100,0,1,303301729
famp2,SmallRun,NaN,200,1,200,200,0,1,304011729
famp2,SmallRun,NaN,200,2,200,200,0,1,304021729
famp2,SmallRun,NaN,200,3,200,200,0,1,304031729
famp2,SmallRun,NaN,200,4,200,200,0,1,304041729
famp2,SmallRun,NaN,200,5,200,200,0,1,304051729
famp2,SmallRun,NaN,200,6,200,200,0,1,304061729
famp2,SmallRun,NaN,200,7,200,200,0,1,304071729
famp2,SmallRun,NaN,200,8,200,200,0,1,304081729
famp2,SmallRun,NaN,200,9,200,200,0,1,304091729
famp2,SmallRun,NaN,200,10,200,200,0,1,304101729
famp2,SmallRun,NaN,200,11,200,200,0,1,304111729
famp2,SmallRun,NaN,200,12,200,200,0,1,304121729
famp2,SmallRun,NaN,200,13,200,200,0,1,304131729
famp2,SmallRun,NaN,200,14,200,200,0,1,304141729
famp2,SmallRun,NaN,200,15,200,200,0,1,304151729
famp2,SmallRun,NaN,200,16,200,200,0,1,304161729
famp2,SmallRun,NaN,200,17,200,200,0,1,304171729
famp2,SmallRun,NaN,200,18,200,200,0,1,304181729
famp2,SmallRun,NaN,200,19,200,200,0,1,304191729
famp2,SmallRun,NaN,200,20,200,200,0,1,304201729
famp2,SmallRun,NaN,200,21,200,200,0,1,304211729
famp2,SmallRun,NaN,200,22,200,200,0,1,304221729
famp2,SmallRun,NaN,200,23,200,200,0,1,304231729
famp2,SmallRun,NaN,200,24,200,200,0,1,304241729
famp2,SmallRun,NaN,200,25,200,200,0,1,304251729
famp2,SmallRun,NaN,200,26,200,200,0,1,304261729
famp2,SmallRun,NaN,200,27,200,200,0,1,304271729
famp2,SmallRun,NaN,200,28,200,200,0,1,304281729
famp2,SmallRun,NaN,200,29,200,200,0,1,304291729
famp2,SmallRun,NaN,200,30,200,200,0,1,304301729
famp2,SmallRun,NaN,300,1,300,300,0,1,305011729
famp2,SmallRun,NaN,300,2,300,300,0,1,305021729
famp2,SmallRun,NaN,300,3,300,300,0,1,305031729
famp2,SmallRun,NaN,300,4,300,300,0,1,305041729
famp2,SmallRun,NaN,300,5,300,300,0,1,305051729
famp2,SmallRun,NaN,300,6,300,300,0,1,305061729
famp2,SmallRun,NaN,300,7,300,300,0,1,305071729
famp2,SmallRun,NaN,300,8,300,300,0,1,305081729
famp2,SmallRun,NaN,300,9,300,300,0,1,305091729
famp2,SmallRun,NaN,300,10,300,300,0,1,305101729
famp2,SmallRun,NaN,300,11,300,300,0,1,305111729
famp2,SmallRun,NaN,300,12,300,300,0,1,305121729
famp2,SmallRun,NaN,300,13,300,300,0,1,305131729
famp2,SmallRun,NaN,300,14,300,300,0,1,305141729
famp2,SmallRun,NaN,300,15,300,300,0,1,305151729
famp2,SmallRun,NaN,300,16,300,300,0,1,305161729
famp2,SmallRun,NaN,300,17,300,300,0,1,305171729
famp2,SmallRun,NaN,300,18,300,300,0,1,305181729
famp2,SmallRun,NaN,300,19,300,300,0,1,305191729
famp2,SmallRun,NaN,300,20,300,300,0,1,305201729
famp2,SmallRun,NaN,300,21,300,300,0,1,305211729
famp2,SmallRun,NaN,300,22,300,300,0,1,305221729
famp2,SmallRun,NaN,300,23,300,300,0,1,305231729
famp2,SmallRun,NaN,300,24,300,300,0,1,305241729
famp2,SmallRun,NaN,300,25,300,300,0,1,305251729
famp2,SmallRun,NaN,300,26,300,300,0,1,305261729
famp2,SmallRun,NaN,300,27,300,300,0,1,305271729
famp2,SmallRun,NaN,300,28,300,300,0,1,305281729
famp2,SmallRun,NaN,300,29,300,300,0,1,305291729
famp2,SmallRun,NaN,300,30,300,300,0,1,305301729
famp2,SmallRun,NaN,400,1,400,400,0,1,306011729
famp2,SmallRun,NaN,400,2,400,400,0,1,306021729
famp2,SmallRun,NaN,400,3,400,400,0,1,306031729
famp2,SmallRun,NaN,400,4,400,400,0,1,306041729
famp2,SmallRun,NaN,400,5,400,400,0,1,306051729
famp2,SmallRun,NaN,400,6,400,400,0,1,306061729
famp2,SmallRun,NaN,400,7,400,400,0,1,306071729
famp2,SmallRun,NaN,400,8,400,400,0,1,306081729
famp2,SmallRun,NaN,400,9,400,400,0,1,306091729
famp2,SmallRun,NaN,400,10,400,400,0,1,306101729
famp2,SmallRun,NaN,400,11,400,400,0,1,306111729
famp2,SmallRun,NaN,400,12,400,400,0,1,306121729
famp2,SmallRun,NaN,400,13,400,400,0,1,306131729
famp2,SmallRun,NaN,400,14,400,400,0,1,306141729
famp2,SmallRun,NaN,400,15,400,400,0,1,306151729
famp2,SmallRun,NaN,400,16,400,400,0,1,306161729
famp2,SmallRun,NaN,400,17,400,400,0,1,306171729
famp2,SmallRun,NaN,400,18,400,400,0,1,306181729
famp2,SmallRun,NaN,400,19,400,400,0,1,306191729
famp2,SmallRun,NaN,400,20,400,400,0,1,306201729
famp2,SmallRun,NaN,400,21,400,400,0,1,306211729
famp2,SmallRun,NaN,400,22,400,400,0,1,306221729
famp2,SmallRun,NaN,400,23,400,400,0,1,306231729
famp2,SmallRun,NaN,400,24,400,400,0,1,306241729
famp2,SmallRun,NaN,400,25,400,400,0,1,306251729
famp2,SmallRun,NaN,400,26,400,400,0,1,306261729
famp2,SmallRun,NaN,400,27,400,400,0,1,306271729
famp2,SmallRun,NaN,400,28,400,400,0,1,306281729
famp2,SmallRun,NaN,400,29,400,400,0,1,306291729
famp2,SmallRun,NaN,400,30,400,400,0,1,306301729
famp2,SmallRun,NaN,500,1,500,500,0,1,307011729
famp2,SmallRun,NaN,500,2,500,500,0,1,307021729
famp2,SmallRun,NaN,500,3,500,500,0,1,307031729
famp2,SmallRun,NaN,500,4,500,500,0,1,307041729
famp2,SmallRun,NaN,500,5,500,500,0,1,307051729
famp2,SmallRun,NaN,500,6,500,500,0,1,307061729
famp2,SmallRun,NaN,500,7,500,500,0,1,307071729
famp2,SmallRun,NaN,500,8,500,500,0,1,307081729
famp2,SmallRun,NaN,500,9,500,500,0,1,307091729
famp2,SmallRun,NaN,500,10,500,500,0,1,307101729
famp2,SmallRun,NaN,500,11,500,500,0,1,307111729
famp2,SmallRun,NaN,500,12,500,500,0,1,307121729
famp2,SmallRun,NaN,500,13,500,500,0,1,307131729
famp2,SmallRun,NaN,500,14,500,500,0,1,307141729
famp2,SmallRun,NaN,500,15,500,500,0,1,307151729
famp2,SmallRun,NaN,500,16,500,500,0,1,307161729
famp2,SmallRun,NaN,500,17,500,500,0,1,307171729
famp2,SmallRun,NaN,500,18,500,500,0,1,307181729
famp2,SmallRun,NaN,500,19,500,500,0,1,307191729
famp2,SmallRun,NaN,500,20,500,500,0,1,307201729
famp2,SmallRun,NaN,500,21,500,500,0,1,307211729
famp2,SmallRun,NaN,500,22,500,500,0,1,307221729
famp2,SmallRun,NaN,500,23,500,500,0,1,307231729
famp2,SmallRun,NaN,500,24,500,500,0,1,307241729
famp2,SmallRun,NaN,500,25,500,500,0,1,307251729
famp2,SmallRun,NaN,500,26,500,500,0,1,307261729
famp2,SmallRun,NaN,500,27,500,500,0,1,307271729
famp2,SmallRun,NaN,500,28,500,500,0,1,307281729
famp2,SmallRun,NaN,500,29,500,500,0,1,307291729
famp2,SmallRun,NaN,500,30,500,500,0,1,307301729
famp2,SmallRun,NaN,750,1,750,750,0,1,308011729
famp2,SmallRun,NaN,750,2,750,750,0,1,308021729
famp2,SmallRun,NaN,750,3,750,750,0,1,308031729
famp2,SmallRun,NaN,750,4,750,750,0,1,308041729
famp2,SmallRun,NaN,750,5,750,750,0,1,308051729
famp2,SmallRun,NaN,750,6,750,750,0,1,308061729
famp2,SmallRun,NaN,750,7,750,750,0,1,308071729
famp2,SmallRun,NaN,750,8,750,750,0,1,308081729
famp2,SmallRun,NaN,750,9,750,750,0,1,308091729
famp2,SmallRun,NaN,750,10,750,750,0,1,308101729
famp2,SmallRun,NaN,750,11,750,750,0,1,308111729
famp2,SmallRun,NaN,750,12,750,750,0,1,308121729
famp2,SmallRun,NaN,750,13,750,750,0,1,308131729
famp2,SmallRun,NaN,750,14,750,750,0,1,308141729
famp2,SmallRun,NaN,750,15,750,750,0,1,308151729
famp2,SmallRun,NaN,750,16,750,750,0,1,308161729
famp2,SmallRun,NaN,750,17,750,750,0,1,308171729
famp2,SmallRun,NaN,750,18,750,750,0,1,308181729
famp2,SmallRun,NaN,750,19,750,750,0,1,308191729
famp2,SmallRun,NaN,750,20,750,750,0,1,308201729
famp2,SmallRun,NaN,750,21,750,750,0,1,308211729
famp2,SmallRun,NaN,750,22,750,750,0,1,308221729
famp2,SmallRun,NaN,750,23,750,750,0,1,308231729
famp2,SmallRun,NaN,750,24,750,750,0,1,308241729
famp2,SmallRun,NaN,750,25,750,750,0,1,308251729
famp2,SmallRun,NaN,750,26,750,750,0,1,308261729
famp2,SmallRun,NaN,750,27,750,750,0,1,308271729
famp2,SmallRun,NaN,750,28,750,750,0,1,308281729
famp2,SmallRun,NaN,750,29,750,750,0,1,308291729
famp2,SmallRun,NaN,750,30,750,750,0,1,308301729
famp2,SmallRun,NaN,1000,1,1000,1000,0,1,309011729
famp2,SmallRun,NaN,1000,2,1000,1000,0,1,309021729
famp2,SmallRun,NaN,1000,3,1000,1000,0,1,309031729
famp2,SmallRun,NaN,1000,4,1000,1000,0,1,309041729
famp2,SmallRun,NaN,1000,5,1000,1000,0,1,309051729
famp2,SmallRun,NaN,1000,6,1000,1000,0,1,309061729
famp2,SmallRun,NaN,1000,7,1000,1000,0,1,309071729
famp2,SmallRun,NaN,1000,8,1000,1000,0,1,309081729
famp2,SmallRun,NaN,1000,9,1000,1000,0,1,309091729
famp2,SmallRun,NaN,1000,10,1000,1000,0,1,309101729
famp2,SmallRun,NaN,1000,11,1000,1000,0,1,309111729
famp2,SmallRun,NaN,1000,12,1000,1000,0,1,309121729
famp2,SmallRun,NaN,1000,13,1000,1000,0,1,309131729
famp2,SmallRun,NaN,1000,14,1000,1000,0,1,309141729
famp2,SmallRun,NaN,1000,15,1000,1000,0,1,309151729
famp2,SmallRun,NaN,1000,16,1000,1000,0,1,309161729
famp2,SmallRun,NaN,1000,17,1000,1000,0,1,309171729
famp2,SmallRun,NaN,1000,18,1000,1000,0,1,309181729
famp2,SmallRun,NaN,1000,19,1000,1000,0,1,309191729
famp2,SmallRun,NaN,1000,20,1000,1000,0,1,309201729
famp2,SmallRun,NaN,1000,21,1000,1000,0,1,309211729
famp2,SmallRun,NaN,1000,22,1000,1000,0,1,309221729
famp2,SmallRun,NaN,1000,23,1000,1000,0,1,309231729
famp2,SmallRun,NaN,1000,24,1000,1000,0,1,309241729
famp2,SmallRun,NaN,1000,25,1000,1000,0,1,309251729
famp2,SmallRun,NaN,1000,26,1000,1000,0,1,309261729
famp2,SmallRun,NaN,1000,27,1000,1000,0,1,309271729
famp2,SmallRun,NaN,1000,28,1000,1000,0,1,309281729
famp2,SmallRun,NaN,1000,29,1000,1000,0,1,309291729
famp2,SmallRun,NaN,1000,30,1000,1000,0,1,309301729
famp2,SmallRun,NaN,1500,1,1500,1500,0,1,310011729
famp2,SmallRun,NaN,1500,2,1500,1500,0,1,310021729
famp2,SmallRun,NaN,1500,3,1500,1500,0,1,310031729
famp2,SmallRun,NaN,1500,4,1500,1500,0,1,310041729
famp2,SmallRun,NaN,1500,5,1500,1500,0,1,310051729
famp2,SmallRun,NaN,1500,6,1500,1500,0,1,310061729
famp2,SmallRun,NaN,1500,7,1500,1500,0,1,310071729
famp2,SmallRun,NaN,1500,8,1500,1500,0,1,310081729
famp2,SmallRun,NaN,1500,9,1500,1500,0,1,310091729
famp2,SmallRun,NaN,1500,10,1500,1500,0,1,310101729
famp2,SmallRun,NaN,1500,11,1500,1500,0,1,310111729
famp2,SmallRun,NaN,1500,12,1500,1500,0,1,310121729
famp2,SmallRun,NaN,1500,13,1500,1500,0,1,310131729
famp2,SmallRun,NaN,1500,14,1500,1500,0,1,310141729
famp2,SmallRun,NaN,1500,15,1500,1500,0,1,310151729
famp2,SmallRun,NaN,1500,16,1500,1500,0,1,310161729
famp2,SmallRun,NaN,1500,17,1500,1500,0,1,310171729
famp2,SmallRun,NaN,1500,18,1500,1500,0,1,310181729
famp2,SmallRun,NaN,1500,19,1500,1500,0,1,310191729
famp2,SmallRun,NaN,1500,20,1500,1500,0,1,310201729
famp2,SmallRun,NaN,1500,21,1500,1500,0,1,310211729
famp2,SmallRun,NaN,1500,22,1500,1500,0,1,310221729
famp2,SmallRun,NaN,1500,23,1500,1500,0,1,310231729
famp2,SmallRun,NaN,1500,24,1500,1500,0,1,310241729
famp2,SmallRun,NaN,1500,25,1500,1500,0,1,310251729
famp2,SmallRun,NaN,1500,26,1500,1500,0,1,310261729
famp2,SmallRun,NaN,1500,27,1500,1500,0,1,310271729
famp2,SmallRun,NaN,1500,28,1500,1500,0,1,310281729
famp2,SmallRun,NaN,1500,29,1500,1500,0,1,310291729
famp2,SmallRun,NaN,1500,30,1500,1500,0,1,310301729
famp2,SmallRun,NaN,2000,1,2000,2000,0,1,311011729
famp2,SmallRun,NaN,2000,2,2000,2000,0,1,311021729
famp2,SmallRun,NaN,2000,3,2000,2000,0,1,311031729
famp2,SmallRun,NaN,2000,4,2000,2000,0,1,311041729
famp2,SmallRun,NaN,2000,5,2000,2000,0,1,311051729
famp2,SmallRun,NaN,2000,6,2000,2000,0,1,311061729
famp2,SmallRun,NaN,2000,7,2000,2000,0,1,311071729
famp2,SmallRun,NaN,2000,8,2000,2000,0,1,311081729
famp2,SmallRun,NaN,2000,9,2000,2000,0,1,311091729
famp2,SmallRun,NaN,2000,10,2000,2000,0,1,311101729
famp2,SmallRun,NaN,2000,11,2000,2000,0,1,311111729
famp2,SmallRun,NaN,2000,12,2000,2000,0,1,311121729
famp2,SmallRun,NaN,2000,13,2000,2000,0,1,311131729
famp2,SmallRun,NaN,2000,14,2000,2000,0,1,311141729
famp2,SmallRun,NaN,2000,15,2000,2000,0,1,311151729
famp2,SmallRun,NaN,2000,16,2000,2000,0,1,311161729
famp2,SmallRun,NaN,2000,17,2000,2000,0,1,311171729
famp2,SmallRun,NaN,2000,18,2000,2000,0,1,311181729
famp2,SmallRun,NaN,2000,19,2000,2000,0,1,311191729
famp2,SmallRun,NaN,2000,20,2000,2000,0,1,311201729
famp2,SmallRun,NaN,2000,21,2000,2000,0,1,311211729
famp2,SmallRun,NaN,2000,22,2000,2000,0,1,311221729
famp2,SmallRun,NaN,2000,23,2000,2000,0,1,311231729
famp2,SmallRun,NaN,2000,24,2000,2000,0,1,311241729
famp2,SmallRun,NaN,2000,25,2000,2000,0,1,311251729
famp2,SmallRun,NaN,2000,26,2000,2000,0,1,311261729
famp2,SmallRun,NaN,2000,27,2000,2000,0,1,311271729
famp2,SmallRun,NaN,2000,28,2000,2000,0,1,311281729
famp2,SmallRun,NaN,2000,29,2000,2000,0,1,311291729
famp2,SmallRun,NaN,2000,30,2000,2000,0,1,311301729
famp3,Reference,1,NaN,NaN,20000,20000,0,1,301001729
famp3,Reference,2,NaN,NaN,20000,20000,0,1,302001729
famp3,Reference,3,NaN,NaN,20000,20000,0,1,303001729
famp3,SmallRun,NaN,20,1,20,20,0,1,401011729
famp3,SmallRun,NaN,20,2,20,20,0,1,401021729
famp3,SmallRun,NaN,20,3,20,20,0,1,401031729
famp3,SmallRun,NaN,20,4,20,20,0,1,401041729
famp3,SmallRun,NaN,20,5,20,20,0,1,401051729
famp3,SmallRun,NaN,20,6,20,20,0,1,401061729
famp3,SmallRun,NaN,20,7,20,20,0,1,401071729
famp3,SmallRun,NaN,20,8,20,20,0,1,401081729
famp3,SmallRun,NaN,20,9,20,20,0,1,401091729
famp3,SmallRun,NaN,20,10,20,20,0,1,401101729
famp3,SmallRun,NaN,20,11,20,20,0,1,401111729
famp3,SmallRun,NaN,20,12,20,20,0,1,401121729
famp3,SmallRun,NaN,20,13,20,20,0,1,401131729
famp3,SmallRun,NaN,20,14,20,20,0,1,401141729
famp3,SmallRun,NaN,20,15,20,20,0,1,401151729
famp3,SmallRun,NaN,20,16,20,20,0,1,401161729
famp3,SmallRun,NaN,20,17,20,20,0,1,401171729
famp3,SmallRun,NaN,20,18,20,20,0,1,401181729
famp3,SmallRun,NaN,20,19,20,20,0,1,401191729
famp3,SmallRun,NaN,20,20,20,20,0,1,401201729
famp3,SmallRun,NaN,20,21,20,20,0,1,401211729
famp3,SmallRun,NaN,20,22,20,20,0,1,401221729
famp3,SmallRun,NaN,20,23,20,20,0,1,401231729
famp3,SmallRun,NaN,20,24,20,20,0,1,401241729
famp3,SmallRun,NaN,20,25,20,20,0,1,401251729
famp3,SmallRun,NaN,20,26,20,20,0,1,401261729
famp3,SmallRun,NaN,20,27,20,20,0,1,401271729
famp3,SmallRun,NaN,20,28,20,20,0,1,401281729
famp3,SmallRun,NaN,20,29,20,20,0,1,401291729
famp3,SmallRun,NaN,20,30,20,20,0,1,401301729
famp3,SmallRun,NaN,50,1,50,50,0,1,402011729
famp3,SmallRun,NaN,50,2,50,50,0,1,402021729
famp3,SmallRun,NaN,50,3,50,50,0,1,402031729
famp3,SmallRun,NaN,50,4,50,50,0,1,402041729
famp3,SmallRun,NaN,50,5,50,50,0,1,402051729
famp3,SmallRun,NaN,50,6,50,50,0,1,402061729
famp3,SmallRun,NaN,50,7,50,50,0,1,402071729
famp3,SmallRun,NaN,50,8,50,50,0,1,402081729
famp3,SmallRun,NaN,50,9,50,50,0,1,402091729
famp3,SmallRun,NaN,50,10,50,50,0,1,402101729
famp3,SmallRun,NaN,50,11,50,50,0,1,402111729
famp3,SmallRun,NaN,50,12,50,50,0,1,402121729
famp3,SmallRun,NaN,50,13,50,50,0,1,402131729
famp3,SmallRun,NaN,50,14,50,50,0,1,402141729
famp3,SmallRun,NaN,50,15,50,50,0,1,402151729
famp3,SmallRun,NaN,50,16,50,50,0,1,402161729
famp3,SmallRun,NaN,50,17,50,50,0,1,402171729
famp3,SmallRun,NaN,50,18,50,50,0,1,402181729
famp3,SmallRun,NaN,50,19,50,50,0,1,402191729
famp3,SmallRun,NaN,50,20,50,50,0,1,402201729
famp3,SmallRun,NaN,50,21,50,50,0,1,402211729
famp3,SmallRun,NaN,50,22,50,50,0,1,402221729
famp3,SmallRun,NaN,50,23,50,50,0,1,402231729
famp3,SmallRun,NaN,50,24,50,50,0,1,402241729
famp3,SmallRun,NaN,50,25,50,50,0,1,402251729
famp3,SmallRun,NaN,50,26,50,50,0,1,402261729
famp3,SmallRun,NaN,50,27,50,50,0,1,402271729
famp3,SmallRun,NaN,50,28,50,50,0,1,402281729
famp3,SmallRun,NaN,50,29,50,50,0,1,402291729
famp3,SmallRun,NaN,50,30,50,50,0,1,402301729
famp3,SmallRun,NaN,100,1,100,100,0,1,403011729
famp3,SmallRun,NaN,100,2,100,100,0,1,403021729
famp3,SmallRun,NaN,100,3,100,100,0,1,403031729
famp3,SmallRun,NaN,100,4,100,100,0,1,403041729
famp3,SmallRun,NaN,100,5,100,100,0,1,403051729
famp3,SmallRun,NaN,100,6,100,100,0,1,403061729
famp3,SmallRun,NaN,100,7,100,100,0,1,403071729
famp3,SmallRun,NaN,100,8,100,100,0,1,403081729
famp3,SmallRun,NaN,100,9,100,100,0,1,403091729
famp3,SmallRun,NaN,100,10,100,100,0,1,403101729
famp3,SmallRun,NaN,100,11,100,100,0,1,403111729
famp3,SmallRun,NaN,100,12,100,100,0,1,403121729
famp3,SmallRun,NaN,100,13,100,100,0,1,403131729
famp3,SmallRun,NaN,100,14,100,100,0,1,403141729
famp3,SmallRun,NaN,100,15,100,100,0,1,403151729
famp3,SmallRun,NaN,100,16,100,100,0,1,403161729
famp3,SmallRun,NaN,100,17,100,100,0,1,403171729
famp3,SmallRun,NaN,100,18,100,100,0,1,403181729
famp3,SmallRun,NaN,100,19,100,100,0,1,403191729
famp3,SmallRun,NaN,100,20,100,100,0,1,403201729
famp3,SmallRun,NaN,100,21,100,100,0,1,403211729
famp3,SmallRun,NaN,100,22,100,100,0,1,403221729
famp3,SmallRun,NaN,100,23,100,100,0,1,403231729
famp3,SmallRun,NaN,100,24,100,100,0,1,403241729
famp3,SmallRun,NaN,100,25,100,100,0,1,403251729
famp3,SmallRun,NaN,100,26,100,100,0,1,403261729
famp3,SmallRun,NaN,100,27,100,100,0,1,403271729
famp3,SmallRun,NaN,100,28,100,100,0,1,403281729
famp3,SmallRun,NaN,100,29,100,100,0,1,403291729
famp3,SmallRun,NaN,100,30,100,100,0,1,403301729
famp3,SmallRun,NaN,200,1,200,200,0,1,404011729
famp3,SmallRun,NaN,200,2,200,200,0,1,404021729
famp3,SmallRun,NaN,200,3,200,200,0,1,404031729
famp3,SmallRun,NaN,200,4,200,200,0,1,404041729
famp3,SmallRun,NaN,200,5,200,200,0,1,404051729
famp3,SmallRun,NaN,200,6,200,200,0,1,404061729
famp3,SmallRun,NaN,200,7,200,200,0,1,404071729
famp3,SmallRun,NaN,200,8,200,200,0,1,404081729
famp3,SmallRun,NaN,200,9,200,200,0,1,404091729
famp3,SmallRun,NaN,200,10,200,200,0,1,404101729
famp3,SmallRun,NaN,200,11,200,200,0,1,404111729
famp3,SmallRun,NaN,200,12,200,200,0,1,404121729
famp3,SmallRun,NaN,200,13,200,200,0,1,404131729
famp3,SmallRun,NaN,200,14,200,200,0,1,404141729
famp3,SmallRun,NaN,200,15,200,200,0,1,404151729
famp3,SmallRun,NaN,200,16,200,200,0,1,404161729
famp3,SmallRun,NaN,200,17,200,200,0,1,404171729
famp3,SmallRun,NaN,200,18,200,200,0,1,404181729
famp3,SmallRun,NaN,200,19,200,200,0,1,404191729
famp3,SmallRun,NaN,200,20,200,200,0,1,404201729
famp3,SmallRun,NaN,200,21,200,200,0,1,404211729
famp3,SmallRun,NaN,200,22,200,200,0,1,404221729
famp3,SmallRun,NaN,200,23,200,200,0,1,404231729
famp3,SmallRun,NaN,200,24,200,200,0,1,404241729
famp3,SmallRun,NaN,200,25,200,200,0,1,404251729
famp3,SmallRun,NaN,200,26,200,200,0,1,404261729
famp3,SmallRun,NaN,200,27,200,200,0,1,404271729
famp3,SmallRun,NaN,200,28,200,200,0,1,404281729
famp3,SmallRun,NaN,200,29,200,200,0,1,404291729
famp3,SmallRun,NaN,200,30,200,200,0,1,404301729
famp3,SmallRun,NaN,300,1,300,300,0,1,405011729
famp3,SmallRun,NaN,300,2,300,300,0,1,405021729
famp3,SmallRun,NaN,300,3,300,300,0,1,405031729
famp3,SmallRun,NaN,300,4,300,300,0,1,405041729
famp3,SmallRun,NaN,300,5,300,300,0,1,405051729
famp3,SmallRun,NaN,300,6,300,300,0,1,405061729
famp3,SmallRun,NaN,300,7,300,300,0,1,405071729
famp3,SmallRun,NaN,300,8,300,300,0,1,405081729
famp3,SmallRun,NaN,300,9,300,300,0,1,405091729
famp3,SmallRun,NaN,300,10,300,300,0,1,405101729
famp3,SmallRun,NaN,300,11,300,300,0,1,405111729
famp3,SmallRun,NaN,300,12,300,300,0,1,405121729
