Window,CaseIndex,CaseLabel,FaultingDepth,SandVcl,ClayVcl,TargetN,NumAttempts,NumRejected,AcceptanceRatio,SeedBase,CheckpointFile
famp3,27,case_027_zf1000_svcl030_cvcl060,1000,0.3,0.6,2000,2000,0,1,327001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp3\case_027_zf1000_svcl030_cvcl060\predict_runs.mat
famp4,1,case_001_zf0050_svcl010_cvcl040,50,0.1,0.4,2000,2000,0,1,401001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_001_zf0050_svcl010_cvcl040\predict_runs.mat
famp4,2,case_002_zf0050_svcl010_cvcl050,50,0.1,0.5,2000,2000,0,1,402001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_002_zf0050_svcl010_cvcl050\predict_runs.mat
famp4,3,case_003_zf0050_svcl010_cvcl060,50,0.1,0.6,2000,2000,0,1,403001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_003_zf0050_svcl010_cvcl060\predict_runs.mat
famp4,4,case_004_zf0050_svcl020_cvcl040,50,0.2,0.4,2000,2000,0,1,404001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_004_zf0050_svcl020_cvcl040\predict_runs.mat
famp4,5,case_005_zf0050_svcl020_cvcl050,50,0.2,0.5,2000,2000,0,1,405001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_005_zf0050_svcl020_cvcl050\predict_runs.mat
famp4,6,case_006_zf0050_svcl020_cvcl060,50,0.2,0.6,2000,2000,0,1,406001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_006_zf0050_svcl020_cvcl060\predict_runs.mat
famp4,7,case_007_zf0050_svcl030_cvcl040,50,0.3,0.4,2000,2000,0,1,407001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_007_zf0050_svcl030_cvcl040\predict_runs.mat
famp4,8,case_008_zf0050_svcl030_cvcl050,50,0.3,0.5,2000,2000,0,1,408001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_008_zf0050_svcl030_cvcl050\predict_runs.mat
famp4,9,case_009_zf0050_svcl030_cvcl060,50,0.3,0.6,2000,2000,0,1,409001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_009_zf0050_svcl030_cvcl060\predict_runs.mat
famp4,10,case_010_zf0500_svcl010_cvcl040,500,0.1,0.4,2000,2000,0,1,410001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_010_zf0500_svcl010_cvcl040\predict_runs.mat
famp4,11,case_011_zf0500_svcl010_cvcl050,500,0.1,0.5,2000,2000,0,1,411001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_011_zf0500_svcl010_cvcl050\predict_runs.mat
famp4,12,case_012_zf0500_svcl010_cvcl060,500,0.1,0.6,2000,2000,0,1,412001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_012_zf0500_svcl010_cvcl060\predict_runs.mat
famp4,13,case_013_zf0500_svcl020_cvcl040,500,0.2,0.4,2000,2000,0,1,413001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_013_zf0500_svcl020_cvcl040\predict_runs.mat
famp4,14,case_014_zf0500_svcl020_cvcl050,500,0.2,0.5,2000,2000,0,1,414001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_014_zf0500_svcl020_cvcl050\predict_runs.mat
famp4,15,case_015_zf0500_svcl020_cvcl060,500,0.2,0.6,2000,2000,0,1,415001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_015_zf0500_svcl020_cvcl060\predict_runs.mat
famp4,16,case_016_zf0500_svcl030_cvcl040,500,0.3,0.4,2000,2000,0,1,416001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_016_zf0500_svcl030_cvcl040\predict_runs.mat
famp4,17,case_017_zf0500_svcl030_cvcl050,500,0.3,0.5,2000,2000,0,1,417001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_017_zf0500_svcl030_cvcl050\predict_runs.mat
famp4,18,case_018_zf0500_svcl030_cvcl060,500,0.3,0.6,2000,2000,0,1,418001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_018_zf0500_svcl030_cvcl060\predict_runs.mat
famp4,19,case_019_zf1000_svcl010_cvcl040,1000,0.1,0.4,2000,2000,0,1,419001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_019_zf1000_svcl010_cvcl040\predict_runs.mat
famp4,20,case_020_zf1000_svcl010_cvcl050,1000,0.1,0.5,2000,2000,0,1,420001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_020_zf1000_svcl010_cvcl050\predict_runs.mat
famp4,21,case_021_zf1000_svcl010_cvcl060,1000,0.1,0.6,2000,2000,0,1,421001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_021_zf1000_svcl010_cvcl060\predict_runs.mat
famp4,22,case_022_zf1000_svcl020_cvcl040,1000,0.2,0.4,2000,2000,0,1,422001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_022_zf1000_svcl020_cvcl040\predict_runs.mat
famp4,23,case_023_zf1000_svcl020_cvcl050,1000,0.2,0.5,2000,2000,0,1,423001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_023_zf1000_svcl020_cvcl050\predict_runs.mat
famp4,24,case_024_zf1000_svcl020_cvcl060,1000,0.2,0.6,2000,2000,0,1,424001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_024_zf1000_svcl020_cvcl060\predict_runs.mat
famp4,25,case_025_zf1000_svcl030_cvcl040,1000,0.3,0.4,2000,2000,0,1,425001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_025_zf1000_svcl030_cvcl040\predict_runs.mat
famp4,26,case_026_zf1000_svcl030_cvcl050,1000,0.3,0.5,2000,2000,0,1,426001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_026_zf1000_svcl030_cvcl050\predict_runs.mat
famp4,27,case_027_zf1000_svcl030_cvcl060,1000,0.3,0.6,2000,2000,0,1,427001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp4\case_027_zf1000_svcl030_cvcl060\predict_runs.mat
famp5,1,case_001_zf0050_svcl010_cvcl040,50,0.1,0.4,2000,2000,0,1,501001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_001_zf0050_svcl010_cvcl040\predict_runs.mat
famp5,2,case_002_zf0050_svcl010_cvcl050,50,0.1,0.5,2000,2000,0,1,502001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_002_zf0050_svcl010_cvcl050\predict_runs.mat
famp5,3,case_003_zf0050_svcl010_cvcl060,50,0.1,0.6,2000,2000,0,1,503001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_003_zf0050_svcl010_cvcl060\predict_runs.mat
famp5,4,case_004_zf0050_svcl020_cvcl040,50,0.2,0.4,2000,2000,0,1,504001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_004_zf0050_svcl020_cvcl040\predict_runs.mat
famp5,5,case_005_zf0050_svcl020_cvcl050,50,0.2,0.5,2000,2000,0,1,505001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_005_zf0050_svcl020_cvcl050\predict_runs.mat
famp5,6,case_006_zf0050_svcl020_cvcl060,50,0.2,0.6,2000,2000,0,1,506001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_006_zf0050_svcl020_cvcl060\predict_runs.mat
famp5,7,case_007_zf0050_svcl030_cvcl040,50,0.3,0.4,2000,2000,0,1,507001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_007_zf0050_svcl030_cvcl040\predict_runs.mat
famp5,8,case_008_zf0050_svcl030_cvcl050,50,0.3,0.5,2000,2000,0,1,508001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_008_zf0050_svcl030_cvcl050\predict_runs.mat
famp5,9,case_009_zf0050_svcl030_cvcl060,50,0.3,0.6,2000,2000,0,1,509001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_009_zf0050_svcl030_cvcl060\predict_runs.mat
famp5,10,case_010_zf0500_svcl010_cvcl040,500,0.1,0.4,2000,2000,0,1,510001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_010_zf0500_svcl010_cvcl040\predict_runs.mat
famp5,11,case_011_zf0500_svcl010_cvcl050,500,0.1,0.5,2000,2000,0,1,511001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_011_zf0500_svcl010_cvcl050\predict_runs.mat
famp5,12,case_012_zf0500_svcl010_cvcl060,500,0.1,0.6,2000,2000,0,1,512001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_012_zf0500_svcl010_cvcl060\predict_runs.mat
famp5,13,case_013_zf0500_svcl020_cvcl040,500,0.2,0.4,2000,2000,0,1,513001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_013_zf0500_svcl020_cvcl040\predict_runs.mat
famp5,14,case_014_zf0500_svcl020_cvcl050,500,0.2,0.5,2000,2000,0,1,514001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_014_zf0500_svcl020_cvcl050\predict_runs.mat
famp5,15,case_015_zf0500_svcl020_cvcl060,500,0.2,0.6,2000,2000,0,1,515001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_015_zf0500_svcl020_cvcl060\predict_runs.mat
famp5,16,case_016_zf0500_svcl030_cvcl040,500,0.3,0.4,2000,2000,0,1,516001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_016_zf0500_svcl030_cvcl040\predict_runs.mat
famp5,17,case_017_zf0500_svcl030_cvcl050,500,0.3,0.5,2000,2000,0,1,517001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_017_zf0500_svcl030_cvcl050\predict_runs.mat
famp5,18,case_018_zf0500_svcl030_cvcl060,500,0.3,0.6,2000,2000,0,1,518001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_018_zf0500_svcl030_cvcl060\predict_runs.mat
famp5,19,case_019_zf1000_svcl010_cvcl040,1000,0.1,0.4,2000,2000,0,1,519001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_019_zf1000_svcl010_cvcl040\predict_runs.mat
famp5,20,case_020_zf1000_svcl010_cvcl050,1000,0.1,0.5,2000,2000,0,1,520001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_020_zf1000_svcl010_cvcl050\predict_runs.mat
famp5,21,case_021_zf1000_svcl010_cvcl060,1000,0.1,0.6,2000,2000,0,1,521001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_021_zf1000_svcl010_cvcl060\predict_runs.mat
famp5,22,case_022_zf1000_svcl020_cvcl040,1000,0.2,0.4,2000,2000,0,1,522001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_022_zf1000_svcl020_cvcl040\predict_runs.mat
famp5,23,case_023_zf1000_svcl020_cvcl050,1000,0.2,0.5,2000,2000,0,1,523001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_023_zf1000_svcl020_cvcl050\predict_runs.mat
famp5,24,case_024_zf1000_svcl020_cvcl060,1000,0.2,0.6,2000,2000,0,1,524001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_024_zf1000_svcl020_cvcl060\predict_runs.mat
famp5,25,case_025_zf1000_svcl030_cvcl040,1000,0.3,0.4,2000,2000,0,1,525001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_025_zf1000_svcl030_cvcl040\predict_runs.mat
famp5,26,case_026_zf1000_svcl030_cvcl050,1000,0.3,0.5,2000,2000,0,1,526001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_026_zf1000_svcl030_cvcl050\predict_runs.mat
famp5,27,case_027_zf1000_svcl030_cvcl060,1000,0.3,0.6,2000,2000,0,1,527001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp5\case_027_zf1000_svcl030_cvcl060\predict_runs.mat
famp6,1,case_001_zf0050_svcl010_cvcl040,50,0.1,0.4,2000,2000,0,1,601001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_001_zf0050_svcl010_cvcl040\predict_runs.mat
famp6,2,case_002_zf0050_svcl010_cvcl050,50,0.1,0.5,2000,2000,0,1,602001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_002_zf0050_svcl010_cvcl050\predict_runs.mat
famp6,3,case_003_zf0050_svcl010_cvcl060,50,0.1,0.6,2000,2000,0,1,603001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_003_zf0050_svcl010_cvcl060\predict_runs.mat
famp6,4,case_004_zf0050_svcl020_cvcl040,50,0.2,0.4,2000,2000,0,1,604001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_004_zf0050_svcl020_cvcl040\predict_runs.mat
famp6,5,case_005_zf0050_svcl020_cvcl050,50,0.2,0.5,2000,2000,0,1,605001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_005_zf0050_svcl020_cvcl050\predict_runs.mat
famp6,6,case_006_zf0050_svcl020_cvcl060,50,0.2,0.6,2000,2000,0,1,606001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_006_zf0050_svcl020_cvcl060\predict_runs.mat
famp6,7,case_007_zf0050_svcl030_cvcl040,50,0.3,0.4,2000,2000,0,1,607001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_007_zf0050_svcl030_cvcl040\predict_runs.mat
famp6,8,case_008_zf0050_svcl030_cvcl050,50,0.3,0.5,2000,2000,0,1,608001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_008_zf0050_svcl030_cvcl050\predict_runs.mat
famp6,9,case_009_zf0050_svcl030_cvcl060,50,0.3,0.6,2000,2000,0,1,609001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_009_zf0050_svcl030_cvcl060\predict_runs.mat
famp6,10,case_010_zf0500_svcl010_cvcl040,500,0.1,0.4,2000,2000,0,1,610001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_010_zf0500_svcl010_cvcl040\predict_runs.mat
famp6,11,case_011_zf0500_svcl010_cvcl050,500,0.1,0.5,2000,2000,0,1,611001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_011_zf0500_svcl010_cvcl050\predict_runs.mat
famp6,12,case_012_zf0500_svcl010_cvcl060,500,0.1,0.6,2000,2000,0,1,612001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_012_zf0500_svcl010_cvcl060\predict_runs.mat
famp6,13,case_013_zf0500_svcl020_cvcl040,500,0.2,0.4,2000,2000,0,1,613001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_013_zf0500_svcl020_cvcl040\predict_runs.mat
famp6,14,case_014_zf0500_svcl020_cvcl050,500,0.2,0.5,2000,2000,0,1,614001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_014_zf0500_svcl020_cvcl050\predict_runs.mat
famp6,15,case_015_zf0500_svcl020_cvcl060,500,0.2,0.6,2000,2000,0,1,615001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_015_zf0500_svcl020_cvcl060\predict_runs.mat
famp6,16,case_016_zf0500_svcl030_cvcl040,500,0.3,0.4,2000,2000,0,1,616001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_016_zf0500_svcl030_cvcl040\predict_runs.mat
famp6,17,case_017_zf0500_svcl030_cvcl050,500,0.3,0.5,2000,2000,0,1,617001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_017_zf0500_svcl030_cvcl050\predict_runs.mat
famp6,18,case_018_zf0500_svcl030_cvcl060,500,0.3,0.6,2000,2000,0,1,618001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_018_zf0500_svcl030_cvcl060\predict_runs.mat
famp6,19,case_019_zf1000_svcl010_cvcl040,1000,0.1,0.4,2000,2000,0,1,619001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_019_zf1000_svcl010_cvcl040\predict_runs.mat
famp6,20,case_020_zf1000_svcl010_cvcl050,1000,0.1,0.5,2000,2000,0,1,620001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_020_zf1000_svcl010_cvcl050\predict_runs.mat
famp6,21,case_021_zf1000_svcl010_cvcl060,1000,0.1,0.6,2000,2000,0,1,621001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_021_zf1000_svcl010_cvcl060\predict_runs.mat
famp6,22,case_022_zf1000_svcl020_cvcl040,1000,0.2,0.4,2000,2000,0,1,622001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_022_zf1000_svcl020_cvcl040\predict_runs.mat
famp6,23,case_023_zf1000_svcl020_cvcl050,1000,0.2,0.5,2000,2000,0,1,623001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_023_zf1000_svcl020_cvcl050\predict_runs.mat
famp6,24,case_024_zf1000_svcl020_cvcl060,1000,0.2,0.6,2000,2000,0,1,624001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_024_zf1000_svcl020_cvcl060\predict_runs.mat
famp6,25,case_025_zf1000_svcl030_cvcl040,1000,0.3,0.4,2000,2000,0,1,625001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_025_zf1000_svcl030_cvcl040\predict_runs.mat
famp6,26,case_026_zf1000_svcl030_cvcl050,1000,0.3,0.5,2000,2000,0,1,626001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_026_zf1000_svcl030_cvcl050\predict_runs.mat
famp6,27,case_027_zf1000_svcl030_cvcl060,1000,0.3,0.6,2000,2000,0,1,627001729,C:\Users\shaowen\Documents\GitHub\predict_shaowen\examples\data\famp6\case_027_zf1000_svcl030_cvcl060\predict_runs.mat
